Name,category,country,num_episodes,aired,orginal_network,duration,watchers,director,screenwriter,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url
The Great Revival,Drama,China,41,2007,CCTV,60 min.,147,"Yang Lei,  Hou Yong",Li Sen Xiang,7.9,33,"Chen Dao Ming,Hu Jun,Zuo  Xiao Qing,Ady An,Jia Yi Ping,Ding Yong Dai","Historical,Drama,War,Political "," Spring And Autumn Period,Zhou Dynasty,Death,King Male Lead,Prince Male Lead,Hostage,Underdog,Royalty,Betrayal  ","This drama takes place during the turbulent Spring and Autumn Period and tells the well-known story of the downfall and revival of Gou Jian, King of Yue. After his defeat, Gou Jian was captured and enslaved by King Fu Chai of Wu. Faking submission and loyalty while secretly planning revenge during his imprisonment, Gou Jian is eventually allowed to return to his native Yue. Upon his return to rule, Gou Jian strengthens the kingdom with the help of talented advisors and politicians like Fan Li and Wen Zhong while weakening Wu internally through bribery and strategic diplomatic dealings. ""Wo Xin Chang Dan"" is a phrase coined to depict Gou Jian's perseverance and self-imposed hardships designed to constantly remind himself of the humiliations he withstood while serving Wu. -- Lady Zhuge.",https://i.mydramalist.com/9pmenc.jpg?v=1
I'm a Small Blade of Grass,Drama,China,43,2009,CCTV,42 min.,24,"Li Wen Long,  Cheng Feng",Shen Jie,7.9,8,"Bao  Jian Feng,Yu Yi,Juan Zi,Tong Li Ya,Li Li,Kou Zhen Hai",,  ,"Lin Xiao Cao has experienced numerous hardships in her life, including her boyfriend's (later husband) infidelity and the calculated plotting of her sister-in-law. However, she still maintains a healthy outlook on life while taking care of her mother-in-law and the son her husband had with another woman. She also tries her best to help others and still believes that there is true love in this world. She has a remarkable way of connecting with people and diffusing conflict, including the vengeful wrath of a man named Liu Shui. After Liu Shui learns that he's actually been pouring salt into an already wounded soul, he falls in love with Xiao Cao and begins to pursue her. However, Xiao Cao tries to convince herself that it's impossible for such an accomplished man to truly be in love with her and tries to evade Liu Shui's advances.",https://i.mydramalist.com/WnyNWc.jpg?v=1
Look Poochai Pan Dee: Season 1,Drama,Thailand,12,2014,Channel 7,60 min.,25,Thongchai Prasongsanti,Yokee Apirak Chaipanha,7.9,4,"Mik Thongraya,Stephanie Lerce,Aun Akrabhaj Bunnag,Manow Sornsin Maneewan,Matthew Dean,Oliver Bever","Action,Romance,Crime,Drama,Fantasy ",  ,,https://i.mydramalist.com/x24Qjc.jpg?v=1
Hikonin Sentai Akibaranger,Drama,Japan,13,2012,TV Asahi,24 min.,980,"Tasaki Ryuta,  Suzumura Nobuhiro","Komura Junko,  Arakawa Naruhisa",7.9,353,"Wada Masato,Ogino Karin,Hinami Kyoko,Takagi Shinpei,Hirata Hiroaki,Onishi Masaki","Tokusatsu,Comedy,Life,Martial Arts,Sci-Fi "," Parody,Otaku,Super Sentai,Superhero  ","This unofficial 36.1st installment in the long running Super Sentai franchise tells the story of three people (Akagi Nobuo, a die hard Sentai and Tokusatsu fan, Aoyagi Mitsuki, a martial arts expert with more hidden interest and Moegi Yumeria, a local cosplay girl.) living in the Japanese city of Akibahara, a cultural mecca for otaku. One day the three are recruited by Hakase Hiroyo to become the Hikonin Sentai Akibaranger, a sentai team who's battles are entirely imaginary. Dreaming of one day becoming official, the three vow to defeat their enemy, Blatantly Evil Marketing Firm B, even if they have to bring their fight to the real world and call in some help from a few Sentai legends.",https://i.mydramalist.com/d6nRK_4c.jpg?v=1
Shi no Zouki,Drama,Japan,5,2015,WOWOW,45 min.,105,"Sato Yuichi,  Ueda Yasushi",,7.9,8,"Koizumi Kotaro,Takeda Tetsuya,Toyohara Kosuke,Ogi Shigemitsu,Konishi Manami,Kawano Naoki","Mystery,Crime ", Investigation  ,"Kyota Numazaki (Kotaro Koizumi) is the director of a TV program production company. He discovers a female body in a forest in Fuji. The autopsy concludes that the female froze to death, but a kidney from the body was removed. Detective Shiroi (Kosuke Toyohara) doubts the conclusion of the autopsy report. 

Meanwhile, female patient Haruko Takakura receives an artificial dialysis. Her daughter appeals to Dr. Seiichiro Hino (Tetsuya Takeda) to give her kidney to her mother, but Dr. Seiichiro Hino opposes. 

An injured man and woman are brought to the hospital. Director of the Hospital, Isamu Ota  (Shigemitsu Ogi), learns from the scars of the injured persons, that a kidney transplant was carried out between the man and woman. He also learns that the kidney was sold and bought. He reports his discovery to the police. Dr. Seiichiro Hino performed the kidney transplant and is asked to go to the police station. TV program director Kyota Numazaki decides to cover the story between the female body and the organ trade.",https://i.mydramalist.com/L2rOyc.jpg?v=1
Crime Crackdown,Drama,China,28,2021,BTV CCTV Dragon TV Tencent Video,45 min.,"1,120",Wu Bai,Du Liang,7.9,82,"Sun Hong Lei,Lay Zhang,Liu Yi Jun,Wu Yue,Wang Zhi Fei,Liu Zhi Bing","Action,Mystery,Political "," Police Department,Political Corruption,Prosecution,Wrongfully Accused,Social Injustice,Corruption,Inspired By Real Events,Investigation  ","As a frontline police officer, Li Cheng Yang faced oppression from all sides, framed by evil forces, and even his boss, the chief of public security, in order to prevent him from investigating. He was framed and imprisoned. Under the command and leadership of the Chinese political commissar and the Central Supervision Group, Li Cheng Yang regained his freedom and joined forces with various departments of the Public Prosecution and Justice Department. Together with Lin Hao and He Yong, they try to wipe out the two evil groups that had been in Zhongjiang City for more than ten years and bring the corrupted government officials to justice. With a clear objective to restore a clean political arena of Zhongjiang, and a better society for the people in Zhongjiang. Will they succeed?",https://i.mydramalist.com/BNOO7_4c.jpg?v=1
The General's Daughter,Drama,Philippines,185,2019,ABS-CBN,35 min.,76,Emmanuel Q. Palo,David Franche Diuco,7.9,24,"Angel Locsin,Albert Martinez,Paulo Avelino,JC de Vera,Ryza Cenon,Tirso Cruz III","Action,Military,Drama,Family "," Political Intrigue,Soldier,Terrorist,Spy,Father-Daughter Relationship,Strong Female Lead,Revenge  ",A family drama which tackles a twisted life full of politics and desire for revenge.,https://i.mydramalist.com/8YNQ2c.jpg?v=1
Green Water and Green Hills With a Smile,Drama,China,32,2020,Hunan TV,45 min.,164,"Liu Liu,  Zhou Ying Nan",Xu Zheng Chao,7.9,11,"Yang Shuo,Pan Zhi Lin,Ma Su,Yu Yang,Ah Nan,Jing Gang Shan",Romance , Based On True Story  ,"Revolves around outstanding urban youths inspired by the ""Two Mountains"" theory who return home to build a beautiful countryside.
Heading up a private prep school for 8 years, Xu Han finds himself becoming attracted to rural landscapes by chance so he decides to return to his hometown to start up a homestay. In doing so, he meets a series of unexpected challenges.
 Du Xiao Yu is decisive and independent. Having a passion for old craftsmanship, she becomes determined to start her own glasss workshop after resigning from her job, yet finds difficulty gaining the understanding and support of her own family. With the help of Zheng Fei, Shen Huan Ge, and the other locals, can they finally turn their dreams into reality?

~~ Adapted from real stories.",https://i.mydramalist.com/0A0lEc.jpg?v=1
The Duke of Mount Deer,Drama,Hong Kong,40,2001,TVB Jade,45 min.,590,Mai Guan Zhi,,7.9,303,"Ruby Lin,Dicky Cheung,Patrick Tam,Shu Qi,Zheng Guo Lin,Monica Chan","Historical,Comedy,Wuxia,Drama "," Kangxi Emperor,Polygamy,Qing Dynasty,Smart Male Lead,Strong Female Lead,Harem,Adapted From A Novel,Martial Arts,Adventure,Action  ","The story is centred around an uneducated street urchin Wei Xiao Bao, who was born and raised in a brothel by his mother. Through a series of misadventures, he managed to make his way from the southern playground of Yangzhou to Beijing, the seat of Manchurian imperial power and bumbling accidentally into a fateful encounter with young Kang Xi Emperor. By hook or by crook, but also through a genuine concern and fierce loyalty towards Kangxi, Wei Xiao Bao found himself in the greatest of confidences and a complicated friendship of one of the most eminent monarchs of Chinese history.
The plot follows Wei on a rags-to-riches journey as he becomes embroiled in political and court intrigues, overcoming enemies for Kang Xi and accomplishing amazing achievements. Along the way, Wei meets with and successfully woos seven beautiful women, climbs his way up the social ladder from brothel boy to great lord and nobleman, acquiring titles such as Imperial Emissary and Plenipotentiary, Ambassador, general and admiral - courtesy of Kang Xi - as well as finding himself in positions completely at odds with the above: Green-Wood Lodge Master of the Heaven and Earth Society, and White Dragon Marshal of the Mystic Dragon Cult.
In the end, however, Wei Xiao Bao could not reconcile his two separate lives - as an anti-Qing rebel and Kang Xi's devoted courtier. He chose to offer up his own life- in return for Kang Xi's munificence towards him and also as an honourable way out of the Heaven and Earth Society. Pained and aggrieved beyond words, Kang Xi orders the execution of his one and only true friend. Afterwards, plagued by loss and guilt, Kang Xi took a long walk along the Great Wall, asking heaven for guidance - only to be happily surprised by the appearance of Wei Xiao Bao, who didn't die after all. After saving his mate's life once again, Wei bades goodbye to Kang Xi, reaffirming their friendship which will, from that point onwards, remain only in the minds and memories of the two men.",https://i.mydramalist.com/G1wAzc.jpg?v=1
Megabank Saishu Kessen,Drama,Japan,6,2016,WOWOW,60 min.,43,Furusawa Takeshi,Sugihara Noriaki,7.9,4,"Shiina Kippei ,Kiritani Kenta,Ishibashi Ryo,Riju Go,Hakamada Yoshihiko,Otozuki Kei",Business ,  ,"Tozai Teito EFG Bank is a mega bank centred on Teito Bank and created by the merger of Tozai Bank, EFG Bank and Teito Bank by the Financial Services Agency. Ever since the merger, those from Teito Bank have taken control and a hierarchy by former financial institution persists within the bank. In the middle of this, a shrewd dealer Katsura Mitsuyoshi has climbed to the position of the forex department혪s managing director because his skills are appreciated even though he is not from Teito Bank. On the other hand, Nihei Shohei who comes from the general affairs department of Meikyo Bank, which is the precursor of EFG Bank and ranked lowest in the Tozai Teito EFG Bank, earnestly pushes ahead in his work without yielding to this hierarchy. One day, Tozai Teito EFG Bank is suddenly plunged into a bankruptcy crisis because of the purchase of ultra long-term government bonds in secret talks conducted between the top management of Tozai Teito EFG Bank and bureaucrats of the Financial Services Agency and a simultaneous crash in Japanese government bonds. Together with Nihei, Katsura fights against the foreign funds targeting to acquire Tozai Teito EFG Bank and scheming bureaucrats for the sake of the company혪s survival. What will their future be?",https://i.mydramalist.com/VQXLyc.jpg?v=1
River혪s Edge Okawabata Tanteisha,Drama,Japan,12,2014,TV Tokyo,30 min.,630,Shintoku Kouji,,7.9,205,"Odagiri Joe,Ishibashi  Renji,Koizumi Maya,Yabe Kyosuke,Gozu Takeo,Takizawa Megumi",Drama ," Detective Agency,Teamwork,Adapted From A Manga,Detective  ","Set within a small detective agency located by along the riverside of Sumida River in Asakusa District, Tokyo. At the detective agency, there are 3 employees. Researcher Muraki, the head of the detective agency and reception clerk Megumi who has a bright personality. They receive requests that even they think is nearly impossible to perform, but they try to find a solution by carefully approaching their clients, the people around their clients and whatever is hidden in the background. ~~ Based on the manga series ""Ribasu Ejji Ookawabata Tanteisha"" by Yuho Hijikata and Akio Tanaka.",https://i.mydramalist.com/ABWeEc.jpg?v=1
Tobira no Mukou,Drama,Japan,20,2019,Hulu,22 min.,218,"Komuro Naoko,  Sakuma Noriyoshi",Takano Minato,7.9,36,"Harada Tomoyo,Tanaka Kei,Nishino Nanase,Yokohama Ryusei,Katagiri Jin,Minemura Rie",Mystery ," Investigation,Neighbors,Death Game,Death,Murder  ",Anata no Ban Desu Spin-off streamed on hulu.,https://i.mydramalist.com/2JwBd_4c.jpg?v=1
Chef wa Meitantei,Drama,Japan,9,2021,TV Tokyo,49 min.,403,"Kimura Hisashi,  Taki Yusuke","Saijo Mitsutoshi,  Tanaka Shinichi",7.9,114,"Nishijima Hidetoshi,Kamio Yu,Ishii Anna,Hamada Gaku,Sato Kanta,Hashimoto Manami","Food,Mystery,Comedy "," Chef,Healing,Calm Male Lead,Sommelier,Warm-hearted Male Lead,Waiter,LGBTQ+,Smart Male Lead,Cooking,Adapted From A Novel  ","Mifune Shinobu is a chef for a French restaurant. He learned French cooking at restaurants in the countryside of France more than 10 years ago. Shinobu doesn혪t talk much and he is calm, but he has a warm heart and he is considerate of other people. He isn't interested in achieving success as a chef and he only cares about healing people with his food. He also has an excellent memory and remembers the smallest of details. Shinobu is also a great private detective, who solves customers' problems or worries.",https://i.mydramalist.com/dN57g_4c.jpg?v=1
Sanae Ruk Nang Cin,Drama,Thailand,16,2005,Channel 7,1 hr. 30 min.,57,Pla Peeraphon Thiancharoen,Lalita Chantasartkosol,7.9,11,"Kett Tharntup,Buachompoo Ford,May Feungarom,Ball Asanai Tientong,Nadia Vichita Nimitwanich,Pawanrat Naksuriya","Comedy,Romance ",  ,"Prim was an orphan. She and her two other girlfriends dreamed of one day getting married with their prince like Cinderella. They tried to make plan to catch rich men. Then they met Puri and his friends, rich people, but lied that they were just poor hotel servants.
Their relationship started as Puri wanted to show that Prim and her buddies were deceivers. Puri and his friends tried to lured them to confess. However they fell in love. Then Prim confessed that she and her friends were just trying to find their prince.
Though they confessed that they loved each other, things didn't ended up. As Prim knew that Puri also deceived her and he already had a fiancee.",https://i.mydramalist.com/JpNBYc.jpg?v=1
The Last Room No.6,Drama,Thailand,14,2021,GMM One,1 hr. 30 min.,60,Tatchapong Supasri,,7.9,4,"Fern Nopjira Lerkkajornnamkul,Plengkwan Nattaya Thongsaen,Petch Boranin,Tinnapob Padoongtam,Toon Panisara Prinyarux,Bright Norraphat Vilaiphan","Horror,Drama ",  ,"An ordinary girl Piang who was born with a sixth sense that makes her able to see any spirit, gets an urgent mission to take care of her aunt혪s mansion. However, something scares her, and she faints before even reaching the room. She thinks she saw a spirit, but actually, it was just a ghost show her ex-boyfriend, Guy, who was filming a woman who secretly fell for him from room no. 6, Belle, starred as the ghost. After Guy learns that Piang has such a talent, he then asks her to help him make the show and sell it to a TV channel. Mysterious things happen when Guy edits the files and finds out that Belle completely disappeared from the scene. He asks her to re-shoot and Belle is more than happy to help; that's the first time he finds he cannot see Belle in the mirror!

Guy is confused but eager to figure out the truth, he then asks Piang to help him investigate until both discover Belle is no longer living, so her spirit is haunting them. The only way to calm her spirit is to find her murderer, a secret even to Belle herself.",https://i.mydramalist.com/XQL6X_4c.jpg?v=1
My Husband's Lover,Drama,Philippines,94,2013,GMA,30 min.,342,Dominic Zapata,,7.9,76,"Dennis Trillo,Tom Rodriguez,Carla Abellana,Jaclyn Jose,Kevin Santos,Victor Basa","Romance,Melodrama "," Gay Romance,Bisexual Character,Forced Marriage,LGBTQ+,Infidelity,Homophobia,Gay Character,Love Triangle  ","Vincent got his girlfriend Lally pregnant while they were still in college. So they decided to get married even if the two of them were not ready for the responsibility and Vincent's mother, Elaine, was very much against it. Thus Lally's married life was never smooth-sailing because of Elaine. But for the love of her husband, Lally endures the hardships in dealing with her mother-in-law and with the support of her father-in-law. However, when Lally got pregnant with their second child, Vincent suddenly became distant and cold towards her.

Unknown to Lally, Vincent is keeping a secret from her; it is also a secret he has kept from everyone else since he was young. Vincent is a closeted gay man who never came out for fear that it'll destroy his family. However, everything changed when he once again crosses paths with Eric - his greatest love from when they were children. Unlike Vincent, Eric is openly gay. But, just like Vincent, he is still in love with him.

Eventually, the two men start an affair and Vincent tries to hide the affair from Lally by showering her with gifts and attention. However, Lally's intuition tells her that something is wrong in her seemingly perfect marriage. That's when she starts to investigate and she eventually learns of Vincent's darkest secret.

~~ This show is credited as the first gay-themed drama series in Philippine television.",https://i.mydramalist.com/gZZvXc.jpg?v=1
Pearl,Drama,China,84,2013,BTV,,130,Song Yang,,7.9,18,"Jiang Kai Tong,Van Fan,Elanne Kong ,Jeremy Tsui,Xiao Han,Li Ya Nan","Romance,Life,Drama,Family ",  ,"Separated into two parts, the first part is Ai Shan Liang (33 episodes) and the second part is Shan Liang Ai (37 episodes). Pearl (Kiton Jiang), or Zhen Zhu, was raised by her grandmother when her mother ditched her to marry a successful doctor. Her dream is to become a successful clothes designer and works hard to achieve this dream. She falls in love with rich ""Fu Er Dai"" He Zhi Wei (Li Ya Nan) and after passing many obstacles set by family members, they get married and Zhen Zhu gets pregnant. Unfortunately, Zhi Wei gets into an accident, leaving Zhen Zhu pregnant and widowed. Five years later, Zhen Zhu is taking care of her child as well as her in-laws' family and in order to support them all, she finds a job in a clothes design company. Zhen Zhu uses her determination and kindness to reach out to everyone around her, slowly reaching her dream as a clothes designer.

-Wiki",https://i.mydramalist.com/YYwyoc.jpg?v=1
Happiness From The Clouds,Drama,China,60,2014,Anhui TV,45 min.,23,"An Jian,  Cui Liang",,7.9,6,"Liu Tao,Lu Fang Sheng,Tu Song Yan,Bai Qing Lin,Liu Jie,Elena Chen","Romance,Life,Drama,Family ",  ,"Tian Lan And Zhan Peng have a marriage full of quarrels and unhappiness. Finally, after 8 years, they divorced and decided to go in their own ways. Moving forward, they find their new love and started to experience the bliss of being in a loving relationship. However, the concern of their daughter has become a major problem for their new loves. Would they get back together to fulfill their daughter's wish of having a complete family or move forward and try to solve the problem in the right manner?",https://i.mydramalist.com/0yODec.jpg?v=1
Young Justice Bao III,Drama,China,45,2006,BTV,45 min.,113,"Sam Ho,  Cheng Feng",,7.9,52,"Ashton Chen,Deng Chao,Zhao Yang,Qin Li,Juan Zi,Jia Yi Ping","Mystery,Comedy,Romance,Drama "," Justice Bao,Investigation,Detective,Martial Arts,Suspense  ","The third installment to the Young Justice Bao series.
The series starts off with Bao Zheng's disappearance for two years, and one day he shows up and is found in a brothel-like place, but with no recollection of who he is.",https://i.mydramalist.com/GJVYmc.jpg?v=1
The Black Company,Drama,Japan,6,2018,Fuji TV,30 min.,76,"Mizuta Naruhide,  Honma Toshiyuki,  Okano Hironobu",Masumoto Takuya,7.9,4,"Kudo Asuka,Okayama Amane,Onoue Hiroyuki,Fukami Motoki,Hayami Mokomichi,MEGUMI","Food,Business ", Adapted From A Novel  ,"Mizuno Gota, an aspiring musician, finds himself in a quandary when the convenience store where he works part-time suddenly closes down. One day, he catches sight of a newly-opened hamburger shop called Yankee Burger. When Mizuno enters, he is asked by the owner Ozeki Katsuya for feedback on the taste. He condescendingly tells Ozeki that the burger lacks punch, and the next thing he knows, he is offered a full-time job at the shop. Thinking that he can put his mother at ease and at the same time be able to drive a Ferrari some day if he stops living as a part-time worker and joins the hamburger shop, Mizuno decides to take the company entrance exam.",https://i.mydramalist.com/kkO3wc.jpg?v=1
Aibou: Season 3,Drama,Japan,19,2005,TV Asahi,54 min.,77,"Hashimoto Hajime,  Izumi Seiji,  Hasebe Yasuharu","Sakurai Takeharu,  Iwashita Yuko,  Koshimizu Yasuhiro,  Sunamoto Hakaru",7.9,22,"Mizutani Yutaka,Terawaki Yasufumi,Suzuki Sawa,Takagi Saya,Kawahara Kazuhisa,Otani Ryosuke","Action,Thriller,Mystery "," Police Department,Investigation,Detective,Suspense  ","The Special Mission Task Team is not considered as important as it might sound. It's positioned in the lowest section of the Metropolitan Police Department and headed by Ukyo Sugishita. Together with his partner, Kaoru Kameyama, this team is Japan혪s version of The Odd Couple, solving clueless cases in original and outrageous ways.",https://i.mydramalist.com/8Yx0Wc.jpg?v=1
Yamikin Ushijima-kun Season 2,Drama,Japan,9,2014,TBS,30 min.,260,"Endo Mitsutaka,  Yamaguchi Masatoshi",,7.9,122,"Yamada Takayuki,Ayano Go,Takeda Kouhei,Irie Jingi,Miyakawa Hiroaki,Nagano Munenori","Crime,Drama ", Adapted From A Manga  ,"Drama series contains stories of debtors who suffer from Kaoru Ushijima (Takayuki Yamada). A crisis also occurs for Kaoru Ushijima's company Kaukau Finance. ~~  Based on the manga series ""Yamikin Ushijima-kun"" by Shohei Manabe.",https://i.mydramalist.com/AYLL4c.jpg?v=1
Onna Joushu Naotora,Drama,Japan,50,2017,NHK,45 min.,903,"Fujinami Hideki,  Fukui Mitsuhiro",Morishita Yoshiko,7.9,127,"Shibasaki Ko,Sugimoto Tetta,Zaizen Naomi,Maeda Gin,Ukaji Takashi,Miura Haruma","Historical,Romance,War "," Jidaigeki,Taiga,Sengoku Period  ","NHK's 56th taiga drama series.
During the Sengoku period, the Ii family governs the Totomi region. Due to many past wars, there are no more male successors left to become a lord. Naotora Ii, the only daughter of the lord, is next in line. Although she will face a difficult period, the constant love from her fiance, whom she became engaged with at a young age, helps her to keep moving forward.",https://i.mydramalist.com/yAbNBc.jpg?v=1
Forever Young at Heart,Drama,Hong Kong,10,2022,TVB Jade,45 min.,51,Erica Lee,,7.9,4,"Gigi Yim,Chantel Yiu,Yumi Chung,Archie Sin,JW,James Ng","Friendship,School,Youth "," Musical,Multiple Mains,Student,Mental Health  ","High school is the most youthful and passionate time for everyone, and it may also be the most complex period in life.  School life seems carefree, but the teenagers suffer from their own troubles and restlessness. In ""Self Academy"",  Gigi, Chantel, Rock, Yumi, Aska, Windy, and other students have troubles stemming from their family,  relationships,  friendship,  where they also seek self-worth. Ms. Wong, a new counseling psychologist who arrives at the school, hopes to help them courageously face and deal with problems, and promote mental health so that everyone can enjoy the short and beautiful years of high school.",https://i.mydramalist.com/4QQNk_4c.jpg?v=1
Rachinee Morlum,Drama,Thailand,21,2017,GMM One,1 hr. 2 min.,67,Sataporn Nakwilairoj,,7.9,8,"Noona Nuengtida Sophon,Nike Nitidon Pomsuwan,Kamolchanok Komoltithi,Dom Haetrakul,Boy Pidsanu Nimsakul,Puifai Natapat Wipataradachtragoon","Music,Romance ",  ,"This lakorn is about the main girl and her parents who were very poor whom lived in the countryside of Thailand. They were always being threaten by debt collector gangs. One day the gang collector was beating up the father so much in the head that he eventually went blind. The mother made a decision to go to Bangkok in search for a better job to help make more money, and left the family with a friend who was willing to help her very much.
The young girl later went to Bangkok in search of her mom a couple years later when she was all grown up, but she have forgotten how her mother looks like. The mother don't know how her daughters look like either. Throughout all those years the mom was away, she became a famous Morlum singer. ""Morlum"" is a style of Thai country music. Unable to find her mother, she had the opportunity to become a famous Morlum singer to help find her mother with the help of the main guy, who she later falls in love with.",https://i.mydramalist.com/LpxO5c.jpg?v=1
Peace Hotel,Drama,China,38,2018,ZJTV,45 min.,141,Li Jun,,7.9,10,"Lei Jia Yin,Chen Shu,Li Guang Jie,Wang Yan Yan,Wang Yu,Li Feng Qian","Thriller,Historical,Crime,War "," Spy,Espionage,Suspense  ","1935, Peace Hotel: Mysterious guests gamble their lives during ten days. In 1935, when Manchuria has been occupied, patriot Wang Da Ding investigates an opium cream that is supposed to enter the market soon, and checks into the Peace Hotel. There he meets the returnee patriot from overseas and doctor Chen Jia Ying. While Jia Ying studied medicine in Japan, she found out that Japan is currently testing biological weapons in Manchuria in order to speed up their invasion of China. She now cooperates with the anti-Japanese squad, who is trying to locate the laboratories of the Japanese, and helps them with her medical knowledge. However, the Peace Hotel has already been encircled by the Japanese. In order to avoid being investigated by them, the two strangers Da Ding and Jia Ying pretend to be a married couple. A battle of wits between the two and the Japanese ensues.",https://i.mydramalist.com/gZynWc.jpg?v=1
Four Sister Detective Team,Drama,Japan,9,2008,TV Asahi,54 min.,31,Shinjo Takehiko,,7.9,8,"Akagawa Jiro,Shinjo Takehiko,Yokochi Ikuei",Mystery ," Sisterhood,Adapted From A Novel,Investigation,Detective,Miniseries  ",,https://i.mydramalist.com/1q7q7c.jpg?v=1
Woman in Love,Drama,China,46,2018,Anhui TV,,104,Huang Yong Gang,,7.9,8,"Zhang Meng,Ada Choi,Wang Lei,Fan Lin Feng,Sun Ao,Chen Yi Jing",,  ,A controlling single mum and her rebellious daughter get their second chance at love.,https://i.mydramalist.com/Q5pd4c.jpg?v=1
Golden Chain,Drama,Philippines,348,2020,ABS-CBN,39 min.,92,Avel E. Sunpongco,David Franche Diuco,7.9,40,"Francine Diaz,Andrea Brillantes,Dimples Romana,Beauty Gonzalez,Adrian Alandy,Albert Martinez","Romance,Drama,Family "," Vengeance,Rape,Love Triangle  ","Romina is a loving lass whose simple life will be shattered after she gets raped. Her lover, Carlos, did not show up on their wedding day and completely rejects her, this resulted in her mother's cardiac arrest, as Romina swears vengeance. Unknown to her, Carlos has been seduced by Daniela, the skeptical daughter of Robert, Romina's boss. Meanwhile, Romina discovers that she is pregnant and Robert thinks that he is the father. Robert is willing to marry Romina and take the responsibility as the father, much to Daniela's dismay, who is at the same time pregnant with the daughter of Carlos.

Daniela and Romina later give birth to two beautiful daughters: Cassie and Marga. This will start a seemingly picture-perfect family but in reality, a family with feuding members. Who is real and who is not? Who among them will have that ""last laugh""? Will there be a chance for them to have a close and harmonious relationship in the end?",https://i.mydramalist.com/xmPJ0c.jpg?v=1
A Soldier's Heart,Drama,Philippines,110,2020,ABS-CBN,35 min.,102,Richard Somes,,7.9,10,"Gerald Anderson,Carlo Aquino,Vin Abrenica,Jerome Ponce,Elmo Magalona,Nash Aguas","Action,Military,Mystery,Romance "," Best Friends,Strong Friendship,Strong Female Lead,Gay Character,Bromance,Investigation,Drama,Friendship  ","A bloody mission in 1997 separates two brothers, Saal and Hakeem, which forever changes their lives. With no recollection of the past, Hakeem is now Alex Marasigan and is adopted by Dante, a military man who led the mission that killed his father. Alex dreams to be a soldier but gives it up out of respect for his jealous stepbrother, Elmer. But after surviving a terrorist attack led by Saal, Alex sets out to become a soldier and enters military training despite his father혪s objection. Now, destined for different paths, the two siblings wage war as they find themselves believing in different causes.",https://i.mydramalist.com/e6ge8_4c.jpg?v=1
Wakako Zake Season 2,Drama,Japan,12,2016,BS Japan TV Tokyo,30 min.,297,Kuma Shinji,Aso Kumiko,7.9,117,"Takeda Rina,Nozoe Yoshihiro,Kamakari Kenta,Yamada Kinuo,Watanabe Mizuki,Nagai Kyo","Food,Life "," Adapted From A Manga,Vignette,Loner,Drinking,Eccentric Female Lead,Workplace,Episodic Format  ","Based on the mouth-watering anime, Wakakozake brings you Murasaki Wakako, a 26-year-old OL that loves nothing more than delicious food and drink. Wakako's favorite thing to do for relaxation is to go off by herself after work and go to various places to eat and drink, even if she's never been there before. The moment Wakako is able to taste the pairing between the food she wants to eat and the perfect accompanying drink, the happy sound of ""Pshuuu"" leaves her lips. Now, then. Where shall we drink tonight?",https://i.mydramalist.com/Z5Qokc.jpg?v=1
Happiness Comes Knocking,Drama,China,36,2011,CCTV,,44,Ma Jin,Yan Ge Ling,7.9,7,"Sun  Chun,Yang Zi,Jiang Wen Li,Liu Li Li,Fan Ming,Li Ming Qi","Romance,Drama,Family ",  ,"Jiang Lu works as a make-up artist for an acrobatics group. She's kind, beautiful and talented, but to everyone's bewilderment, still unmarried at the age of 35. Song Yu Sheng is the photographer of a publishing house whose wife, Xiao Yun, died in a motorcycle accident 6 years ago, leaving him a widower with 2 children, Zheng Zheng and Jun Jun. His former mother-in-law, Qian Shu Hua, repeatedly attempts to introduce him to potential romantic partners with the main intention of finding a good step-mother for her grandchildren, but Yu Sheng finds it difficult to feign interest. However, during a chance encounter with Jiang Lu at the phone kiosk outside her apartment building while trying to avoid yet another blind date set up by Shu Hua, sparks begin to fly.",https://i.mydramalist.com/NdXjec.jpg?v=1
Dr. White,Drama,Japan,10,2022,Fuji TV,54 min.,626,"Kono Keita,  Joho Hidenori,  Kitabo Shinichi",Komine Hiroyuki,7.9,30,"Hamabe Minami,Emoto Tasuku,Takimoto Miori,Takahashi Fumiya,Katsuji Ryo,Katagiri Jin","Mystery,Comedy,Drama,Medical "," Doctor Female Lead,Smart Female Lead,Adapted From A Novel,Investigation,Genius Female Lead,Medical Error,Misdiagnosis,Hidden Past,Fake Identity,Journalist  ","A collapsed woman, wearing white clothes, is found at a park in the early morning hours. The woman introduces herself as Byakuya. Except for her name, she doesn't remember anything else about herself. She doesn't know general stuff either, but she holds extensive medical knowledge and has a genius-like diagnostic ability. With just the smallest amount of information, she is able to diagnose any disease. She begins to work with a diagnosis team at a hospital.",https://i.mydramalist.com/BOVWA_4c.jpg?v=1
